profile_id,stop_depth_m,duration_air_min,duration_o2_min,can_enter_chamber
703,15,9,5,0
703,12,13,7,1
703,9,27,14,1
703,6,36,18,1
703,3,89,45,1
704,15,11,6,0
704,12,17,9,1
704,9,28,14,1
704,6,361,181,1
705,15,11,6,0
705,12,17,9,1
705,9,28,14,1
705,6,42,21,1
705,3,103,52,1
706,18,1,0,0
706,15,12,6,0
706,12,21,11,1
706,9,28,14,1
706,6,441,221,1
707,18,1,0,0
707,15,12,6,0
707,12,21,11,1
707,9,28,14,1
707,6,49,25,1
707,3,117,59,1
708,18,3,0,0
708,15,12,6,0
708,12,25,13,1
708,9,28,14,1
708,6,505,253,1
709,18,3,0,0
709,15,12,6,0
709,12,25,13,1
709,9,28,14,1
709,6,54,27,1
709,3,133,67,1
710,18,4,0,0
710,15,15,8,0
710,12,26,13,1
710,9,27,14,1
710,6,557,279,1
711,18,4,0,0
711,15,15,8,0
711,12,26,13,1
711,9,27,14,1
711,6,61,31,1
711,3,153,77,1
712,18,5,0,0
712,15,19,10,0
712,12,25,13,0
712,9,32,16,0
712,6,69,35,0
712,3,170,85,0
713,18,8,0,0
713,15,23,12,0
713,12,25,13,0
713,9,43,22,0
713,6,79,40,0
713,3,198,99,0
714,18,14,0,0
714,15,23,12,0
714,12,26,13,0
714,9,52,26,0
714,6,92,46,0
714,3,219,110,0
715,18,19,0,0
715,15,23,12,0
715,12,31,16,0
715,9,56,28,0
715,6,108,54,0
715,3,235,118,0
716,21,2,0,0
716,18,22,0,0
716,15,23,12,0
716,12,39,20,0
716,9,62,31,0
716,6,122,61,0
716,3,246,123,0
717,21,6,0,0
717,18,21,0,0
717,15,23,12,0
717,12,48,24,0
717,9,69,35,0
717,6,137,69,0
717,3,253,127,0
718,21,9,0,0
718,18,21,0,0
718,15,27,14,0
718,12,51,26,0
718,9,76,38,0
718,6,157,79,0
718,3,253,127,0
720,6,7,4,0
721,6,1,1,0
721,3,7,4,0
722,6,19,10,1
723,6,8,4,1
723,3,13,7,1
724,9,5,3,1
724,6,27,14,1
725,9,5,3,1
725,6,11,6,1
725,3,18,9,1
726,12,2,1,1
726,9,9,5,1
726,6,38,19,1
727,12,2,1,1
727,9,9,5,1
727,6,16,8,1
727,3,22,11,1
728,12,5,3,1
728,9,14,7,1
728,6,68,34,1
729,12,5,3,1
729,9,14,7,1
729,6,15,8,1
729,3,31,16,1
730,12,11,6,1
730,9,14,7,1
730,6,91,46,1
731,12,11,6,1
731,9,14,7,1
731,6,19,10,1
731,3,44,22,1
732,15,4,2,0
732,12,13,7,1
732,9,13,7,1
732,6,133,67,1
733,15,4,2,0
733,12,13,7,1
733,9,13,7,1
733,6,26,13,1
733,3,54,27,1
734,15,8,4,0
734,12,13,7,1
734,9,15,8,1
734,6,173,87,1
735,15,8,4,0
735,12,13,7,1
735,9,15,8,1
735,6,31,16,1
735,3,66,33,1
736,15,12,6,0
736,12,12,6,1
736,9,21,11,1
736,6,224,112,1
737,15,12,6,0
737,12,12,6,1
737,9,21,11,1
737,6,32,16,1
737,3,81,41,1
738,18,3,0,0
738,15,12,6,0
738,12,12,6,1
738,9,28,14,1
738,6,290,145,1
739,18,3,0,0
739,15,12,6,0
739,12,12,6,1
739,9,28,14,1
739,6,38,19,1
739,3,94,47,1
740,18,5,0,0
740,15,12,6,0
740,12,17,9,1
740,9,28,14,1
740,6,398,199,1
741,18,5,0,0
741,15,12,6,0
741,12,17,9,1
741,9,28,14,1
741,6,46,23,1
741,3,108,54,1
742,18,7,0,0
742,15,12,6,0
742,12,22,11,1
742,9,28,14,1
742,6,477,239,1
743,18,7,0,0
743,15,12,6,0
743,12,22,11,1
743,9,28,14,1
743,6,52,26,1
743,3,126,63,1
744,18,9,0,0
744,15,13,7,0
744,12,25,13,1
744,9,28,14,1
744,6,539,270,1
745,18,9,0,0
745,15,13,7,0
745,12,25,13,1
745,9,28,14,1
745,6,59,30,1
745,3,145,73,1
746,18,10,0,0
746,15,17,9,0
746,12,26,13,0
746,9,30,15,0
746,6,67,34,0
746,3,166,83,0
747,21,1,0,0
747,18,11,0,0
747,15,21,11,0
747,12,25,13,0
747,9,37,19,0
747,6,73,37,0
747,3,183,92,0
748,21,2,0,0
748,18,12,0,0
748,15,23,12,0
748,12,25,13,0
748,9,43,22,0
748,6,79,40,0
748,3,198,99,0
749,21,3,0,0
749,18,19,0,0
749,15,23,12,0
749,12,25,13,0
749,9,53,27,0
749,6,94,47,0
749,3,222,111,0
750,21,7,0,0
750,18,21,0,0
750,15,23,12,0
750,12,33,17,0
750,9,56,28,0
750,6,112,56,0
750,3,239,120,0
751,21,12,0,0
751,18,21,0,0
751,15,23,12,0
751,12,42,21,0
751,9,66,33,0
751,6,128,64,0
751,3,249,125,0
752,21,16,0,0
752,18,21,0,0
752,15,23,12,0
752,12,51,26,0
752,9,72,36,0
752,6,147,74,0
752,3,253,127,0
754,6,2,1,0
755,3,2,1,0
756,6,11,6,1
757,6,3,2,1
757,3,9,5,1
758,9,4,2,1
758,6,21,11,1
759,9,4,2,1
759,6,8,4,1
759,3,15,8,1
760,12,3,2,1
760,9,6,3,1
760,6,32,16,1
761,12,3,2,1
761,9,6,3,1
761,6,14,7,1
761,3,19,10,1
762,12,6,3,1
762,9,12,6,1
762,6,56,28,1
763,12,6,3,1
763,9,12,6,1
763,6,15,8,1
763,3,26,13,1
764,15,3,2,0
764,12,9,5,1
764,9,14,7,1
764,6,84,42,1
765,15,3,2,0
765,12,9,5,1
765,9,14,7,1
765,6,16,8,1
765,3,42,21,1
766,15,6,3,0
766,12,12,6,1
766,9,14,7,1
766,6,124,62,1
767,15,6,3,0
767,12,12,6,1
767,9,14,7,1
767,6,23,12,1
767,3,53,27,1
768,15,11,6,0
768,12,12,6,1
768,9,14,7,1
768,6,165,83,1
769,15,11,6,0
769,12,12,6,1
769,9,14,7,1
769,6,30,15,1
769,3,64,32,1
770,18,4,0,0
770,15,11,6,0
770,12,13,7,1
770,9,20,10,1
770,6,225,113,1
771,18,4,0,0
771,15,11,6,0
771,12,13,7,1
771,9,20,10,1
771,6,32,16,1
771,3,81,41,1
772,18,7,0,0
772,15,12,6,0
772,12,12,6,1
772,9,27,14,1
772,6,303,152,1
773,18,7,0,0
773,15,12,6,0
773,12,12,6,1
773,9,27,14,1
773,6,40,20,1
773,3,95,48,1
774,18,10,0,0
774,15,12,6,0
774,12,16,8,1
774,9,28,14,1
774,6,417,209,1
775,18,10,0,0
775,15,12,6,0
775,12,16,8,1
775,9,28,14,1
775,6,48,24,1
775,3,111,56,1
776,21,2,0,0
776,18,11,0,0
776,15,11,6,0
776,12,22,11,1
776,9,28,14,1
776,6,499,250,1
777,21,2,0,0
777,18,11,0,0
777,15,11,6,0
777,12,22,11,1
777,9,28,14,1
777,6,55,28,1
777,3,131,66,1
778,21,4,0,0
778,18,11,0,0
778,15,13,7,0
778,12,25,13,1
778,9,28,14,1
778,6,563,282,1
779,21,4,0,0
779,18,11,0,0
779,15,13,7,0
779,12,25,13,1
779,9,28,14,1
779,6,63,32,1
779,3,155,78,1
780,21,6,0,0
780,18,10,0,0
780,15,18,9,0
780,12,25,13,0
780,9,35,18,0
780,6,71,36,0
780,3,175,88,0
781,21,7,0,0
781,18,10,0,0
781,15,23,12,0
781,12,25,13,0
781,9,41,21,0
781,6,77,39,0
781,3,193,97,0
782,21,8,0,0
782,18,14,0,0
782,15,23,12,0
782,12,25,13,0
782,9,47,24,0
782,6,83,42,0
782,3,209,105,0
783,21,9,0,0
783,18,18,0,0
783,15,23,12,0
783,12,25,13,0
783,9,53,27,0
783,6,93,47,0
783,3,220,110,0
784,24,1,0,0
784,21,12,0,0
784,18,22,0,0
784,15,23,12,0
784,12,33,17,0
784,9,57,29,0
784,6,113,57,0
784,3,239,120,0
785,24,2,0,0
785,21,18,0,0
785,18,21,0,0
785,15,23,12,0
785,12,44,22,0
785,9,67,34,0
785,6,131,66,0
785,3,250,125,0
787,6,4,2,0
788,3,4,2,0
789,9,1,1,1
789,6,14,7,1
790,9,1,1,1
790,6,6,3,1
790,3,9,5,1
791,12,1,1,1
791,9,7,4,1
791,6,23,12,1
792,12,1,1,1
792,9,7,4,1
792,6,8,4,1
792,3,17,9,1
793,12,6,3,1
793,9,7,4,1
793,6,37,19,1
794,12,6,3,1
794,9,7,4,1
794,6,16,8,1
794,3,22,11,1
795,15,4,2,0
795,12,6,3,1
795,9,14,7,1
795,6,73,37,1
796,15,4,2,0
796,12,6,3,1
796,9,14,7,1
796,6,15,8,1
796,3,34,17,1
797,18,1,0,0
797,15,5,3,0
797,12,13,7,1
797,9,13,7,1
797,6,107,54,1
798,18,1,0,0
798,15,5,3,0
798,12,13,7,1
798,9,13,7,1
798,6,20,10,1
798,3,50,25,1
799,18,2,0,0
799,15,10,5,0
799,12,13,7,1
799,9,14,7,1
799,6,154,77,1
800,18,2,0,0
800,15,10,5,0
800,12,13,7,1
800,9,14,7,1
800,6,27,14,1
800,3,60,30,1
801,18,6,0,0
801,15,12,6,0
801,12,12,6,1
801,9,18,9,1
801,6,218,109,1
802,18,6,0,0
802,15,12,6,0
802,12,12,6,1
802,9,18,9,1
802,6,32,16,1
802,3,79,40,1
803,18,10,0,0
803,15,12,6,0
803,12,12,6,1
803,9,25,13,1
803,6,294,147,1
804,18,10,0,0
804,15,12,6,0
804,12,12,6,1
804,9,25,13,1
804,6,40,20,1
804,3,94,47,1
805,21,3,0,0
805,18,11,0,0
805,15,12,6,0
805,12,15,8,1
805,9,28,14,1
805,6,422,211,1
806,21,3,0,0
806,18,11,0,0
806,15,12,6,0
806,12,15,8,1
806,9,28,14,1
806,6,49,25,1
806,3,112,56,1
807,21,6,0,0
807,18,11,0,0
807,15,11,6,0
807,12,22,11,1
807,9,28,14,1
807,6,510,255,1
808,21,6,0,0
808,18,11,0,0
808,15,11,6,0
808,12,22,11,1
808,9,28,14,1
808,6,57,29,1
808,3,134,67,1
809,21,9,0,0
809,18,10,0,0
809,15,14,7,0
809,12,25,13,0
809,9,30,15,0
809,6,65,33,0
809,3,161,81,0
810,24,1,0,0
810,21,10,0,0
810,18,11,0,0
810,15,18,9,0
810,12,25,13,0
810,9,38,19,0
810,6,73,37,0
810,3,182,91,0
811,24,3,0,0
811,21,9,0,0
811,18,11,0,0
811,15,24,12,0
811,12,25,13,0
811,9,44,22,0
811,6,80,40,0
811,3,201,101,0
812,24,4,0,0
812,21,10,0,0
812,18,15,0,0
812,15,23,12,0
812,12,25,13,0
812,9,51,26,0
812,6,88,44,0
812,3,216,108,0
813,24,5,0,0
813,21,10,0,0
813,18,19,0,0
813,15,23,12,0
813,12,27,14,0
813,9,55,28,0
813,6,100,50,0
813,3,227,114,0
814,24,6,0,0
814,21,11,0,0
814,18,22,0,0
814,15,23,12,0
814,12,32,16,0
814,9,56,28,0
814,6,112,56,0
814,3,237,119,0
815,24,8,0,0
815,21,17,0,0
815,18,22,0,0
815,15,23,12,0
815,12,43,22,0
815,9,68,34,0
815,6,131,66,0
815,3,250,125,0
817,6,6,3,0
818,6,2,1,0
818,3,4,2,0
819,9,3,2,1
819,6,17,9,1
820,9,3,2,1
820,6,8,4,1
820,3,10,5,1
821,12,4,2,1
821,9,7,4,1
821,6,27,14,1
822,12,4,2,1
822,9,7,4,1
822,6,10,5,1
822,3,17,9,1
823,15,4,2,0
823,12,6,3,1
823,9,9,5,1
823,6,55,28,1
824,15,4,2,0
824,12,6,3,1
824,9,9,5,1
824,6,16,8,1
824,3,26,13,1
825,18,2,0,0
825,15,5,3,0
825,12,9,5,1
825,9,14,7,1
825,6,87,44,1
826,18,2,0,0
826,15,5,3,0
826,12,9,5,1
826,9,14,7,1
826,6,16,8,1
826,3,44,22,1
827,18,4,0,0
827,15,8,4,0
827,12,12,6,1
827,9,14,7,1
827,6,138,69,1
828,18,4,0,0
828,15,8,4,0
828,12,12,6,1
828,9,14,7,1
828,6,25,13,1
828,3,56,28,1
829,21,1,0,0
829,18,6,0,0
829,15,12,6,0
829,12,12,6,1
829,9,15,8,1
829,6,200,100,1
830,21,1,0,0
830,18,6,0,0
830,15,12,6,0
830,12,12,6,1
830,9,15,8,1
830,6,31,16,1
830,3,74,37,1
831,21,2,0,0
831,18,10,0,0
831,15,12,6,0
831,12,13,7,1
831,9,22,11,1
831,6,279,140,1
832,21,2,0,0
832,18,10,0,0
832,15,12,6,0
832,12,13,7,1
832,9,22,11,1
832,6,40,20,1
832,3,90,45,1
833,21,6,0,0
833,18,11,0,0
833,15,11,6,0
833,12,15,8,1
833,9,27,14,1
833,6,412,206,1
834,21,6,0,0
834,18,11,0,0
834,15,11,6,0
834,12,15,8,1
834,9,27,14,1
834,6,49,25,1
834,3,110,55,1
835,21,10,0,0
835,18,10,0,0
835,15,12,6,0
835,12,20,10,1
835,9,28,14,1
835,6,510,255,1
836,21,10,0,0
836,18,10,0,0
836,15,12,6,0
836,12,20,10,1
836,9,28,14,1
836,6,58,29,1
836,3,133,67,1
837,24,3,0,0
837,21,10,0,0
837,18,10,0,0
837,15,13,7,0
837,12,26,13,0
837,9,31,16,0
837,6,66,33,0
837,3,163,82,0
838,24,5,0,0
838,21,10,0,0
838,18,11,0,0
838,15,18,9,0
838,12,25,13,0
838,9,40,20,0
838,6,74,37,0
838,3,186,93,0
839,24,7,0,0
839,21,10,0,0
839,18,11,0,0
839,15,23,12,0
839,12,25,13,0
839,9,47,24,0
839,6,81,41,0
839,3,206,103,0
840,24,9,0,0
840,21,10,0,0
840,18,15,0,0
840,15,23,12,0
840,12,25,13,0
840,9,54,27,0
840,6,93,47,0
840,3,220,110,0
841,27,1,0,0
841,24,10,0,0
841,21,10,0,0
841,18,19,0,0
841,15,24,12,0
841,12,29,15,0
841,9,56,28,0
841,6,106,53,0
841,3,232,116,0
842,27,3,0,0
842,24,9,0,0
842,21,12,0,0
842,18,22,0,0
842,15,23,12,0
842,12,36,18,0
842,9,60,30,0
842,6,115,58,0
842,3,244,122,0
843,27,4,0,0
843,24,9,0,0
843,21,16,0,0
843,18,21,0,0
843,15,23,12,0
843,12,43,22,0
843,9,65,33,0
843,6,128,64,0
843,3,249,125,0
845,6,8,4,0
846,6,4,2,0
846,3,5,3,0
847,12,2,1,1
847,9,4,2,1
847,6,19,10,1
848,12,2,1,1
848,9,4,2,1
848,6,8,4,1
848,3,12,6,1
849,15,2,1,0
849,12,6,3,1
849,9,7,4,1
849,6,32,16,1
850,15,2,1,0
850,12,6,3,1
850,9,7,4,1
850,6,11,6,1
850,3,21,11,1
851,18,1,0,0
851,15,6,3,0
851,12,6,3,1
851,9,12,6,1
851,6,70,35,1
852,18,1,0,0
852,15,6,3,0
852,12,6,3,1
852,9,12,6,1
852,6,15,8,1
852,3,31,16,1
853,18,5,0,0
853,15,6,3,0
853,12,11,6,1
853,9,13,7,1
853,6,111,56,1
854,18,5,0,0
854,15,6,3,0
854,12,11,6,1
854,9,13,7,1
854,6,21,11,1
854,3,51,26,1
855,21,2,0,0
855,18,6,0,0
855,15,10,5,0
855,12,12,6,1
855,9,14,7,1
855,6,169,85,1
856,21,2,0,0
856,18,6,0,0
856,15,10,5,0
856,12,12,6,1
856,9,14,7,1
856,6,29,15,1
856,3,66,33,1
857,21,4,0,0
857,18,9,0,0
857,15,11,6,0
857,12,13,7,1
857,9,20,10,1
857,6,248,124,1
858,21,4,0,0
858,18,9,0,0
858,15,11,6,0
858,12,13,7,1
858,9,20,10,1
858,6,36,18,1
858,3,85,43,1
859,24,1,0,0
859,21,7,0,0
859,18,11,0,0
859,15,11,6,0
859,12,13,7,1
859,9,27,14,1
859,6,384,192,1
860,24,1,0,0
860,21,7,0,0
860,18,11,0,0
860,15,11,6,0
860,12,13,7,1
860,9,27,14,1
860,6,47,24,1
860,3,106,53,1
861,24,2,0,0
861,21,10,0,0
861,18,11,0,0
861,15,12,6,0
861,12,18,9,1
861,9,28,14,1
861,6,499,250,1
862,24,2,0,0
862,21,10,0,0
862,18,11,0,0
862,15,12,6,0
862,12,18,9,1
862,9,28,14,1
862,6,57,29,1
862,3,130,65,1
863,24,6,0,0
863,21,10,0,0
863,18,10,0,0
863,15,12,6,0
863,12,25,13,0
863,9,32,16,0
863,6,65,33,0
863,3,161,81,0
864,24,9,0,0
864,21,10,0,0
864,18,10,0,0
864,15,18,9,0
864,12,25,13,0
864,9,41,21,0
864,6,74,37,0
864,3,188,94,0
865,27,2,0,0
865,24,10,0,0
865,21,9,0,0
865,18,11,0,0
865,15,23,12,0
865,12,25,13,0
865,9,48,24,0
865,6,83,42,0
865,3,208,104,0
866,27,4,0,0
866,24,10,0,0
866,21,9,0,0
866,18,16,0,0
866,15,23,12,0
866,12,26,13,0
866,9,56,28,0
866,6,95,48,0
866,3,224,112,0
867,27,6,0,0
867,24,9,0,0
867,21,10,0,0
867,18,21,0,0
867,15,23,12,0
867,12,32,16,0
867,9,56,28,0
867,6,110,55,0
867,3,236,118,0
868,27,8,0,0
868,24,9,0,0
868,21,13,0,0
868,18,21,0,0
868,15,23,12,0
868,12,40,20,0
868,9,62,31,0
868,6,121,61,0
868,3,246,123,0
869,27,9,0,0
869,24,9,0,0
869,21,17,0,0
869,18,21,0,0
869,15,24,12,0
869,12,45,23,0
869,9,69,35,0
869,6,133,67,0
869,3,252,126,0
871,9,2,1,1
871,6,9,5,1
872,9,2,1,1
872,6,3,2,1
872,3,7,4,1
873,15,1,1,0
873,12,3,2,1
873,9,5,3,1
873,6,21,11,1
874,15,1,1,0
874,12,3,2,1
874,9,5,3,1
874,6,8,4,1
874,3,14,7,1
875,15,5,3,0
875,12,6,3,1
875,9,7,4,1
875,6,41,21,1
876,15,5,3,0
876,12,6,3,1
876,9,7,4,1
876,6,13,7,1
876,3,25,13,1
877,18,4,0,0
877,15,6,3,0
877,12,7,4,1
877,9,13,7,1
877,6,83,42,1
878,18,4,0,0
878,15,6,3,0
878,12,7,4,1
878,9,13,7,1
878,6,16,8,1
878,3,41,21,1
879,21,3,0,0
879,18,5,0,0
879,15,7,4,0
879,12,12,6,1
879,9,14,7,1
879,6,139,70,1
880,21,3,0,0
880,18,5,0,0
880,15,7,4,0
880,12,12,6,1
880,9,14,7,1
880,6,25,13,1
880,3,57,29,1
881,24,1,0,0
881,21,5,0,0
881,18,6,0,0
881,15,11,6,0
881,12,13,7,1
881,9,16,8,1
881,6,214,107,1
882,24,1,0,0
882,21,5,0,0
882,18,6,0,0
882,15,11,6,0
882,12,13,7,1
882,9,16,8,1
882,6,32,16,1
882,3,78,39,1
883,24,3,0,0
883,21,5,0,0
883,18,11,0,0
883,15,11,6,0
883,12,13,7,1
883,9,24,12,1
883,6,331,166,1
884,24,3,0,0
884,21,5,0,0
884,18,11,0,0
884,15,11,6,0
884,12,13,7,1
884,9,24,12,1
884,6,44,22,1
884,3,98,49,1
885,24,4,0,0
885,21,10,0,0
885,18,10,0,0
885,15,12,6,0
885,12,16,8,1
885,9,28,14,1
885,6,473,237,1
886,24,4,0,0
886,21,10,0,0
886,18,10,0,0
886,15,12,6,0
886,12,16,8,1
886,9,28,14,1
886,6,55,28,1
886,3,123,62,1
887,24,8,0,0
887,21,10,0,0
887,18,11,0,0
887,15,11,6,0
887,12,23,12,0
887,9,31,16,0
887,6,63,32,0
887,3,157,79,0
888,27,3,0,0
888,24,9,0,0
888,21,10,0,0
888,18,10,0,0
888,15,17,9,0
888,12,25,13,0
888,9,40,20,0
888,6,74,37,0
888,3,186,93,0
889,27,6,0,0
889,24,9,0,0
889,21,10,0,0
889,18,10,0,0
889,15,23,12,0
889,12,25,13,0
889,9,49,25,0
889,6,82,41,0
889,3,209,105,0
890,27,8,0,0
890,24,9,0,0
890,21,10,0,0
890,18,15,0,0
890,15,23,12,0
890,12,27,14,0
890,9,56,28,0
890,6,97,49,0
890,3,224,112,0
891,30,2,0,0
891,27,8,0,0
891,24,10,0,0
891,21,10,0,0
891,18,20,0,0
891,15,23,12,0
891,12,34,17,0
891,9,57,29,0
891,6,112,56,0
891,3,238,119,0
892,30,4,0,0
892,27,8,0,0
892,24,9,0,0
892,21,14,0,0
892,18,21,0,0
892,15,23,12,0
892,12,42,21,0
892,9,64,32,0
892,6,124,62,0
892,3,248,124,0
893,30,5,0,0
893,27,9,0,0
893,24,9,0,0
893,21,18,0,0
893,18,21,0,0
893,15,23,12,0
893,12,49,25,0
893,9,70,35,0
893,6,138,69,0
893,3,254,127,0
895,9,3,2,1
895,6,11,6,1
896,9,3,2,1
896,6,4,2,1
896,3,8,4,1
897,15,2,1,0
897,12,4,2,1
897,9,6,3,1
897,6,22,11,1
898,15,2,1,0
898,12,4,2,1
898,9,6,3,1
898,6,8,4,1
898,3,16,8,1
899,18,2,0,0
899,15,6,3,0
899,12,6,3,1
899,9,7,4,1
899,6,57,29,1
900,18,2,0,0
900,15,6,3,0
900,12,6,3,1
900,9,7,4,1
900,6,16,8,1
900,3,28,14,1
901,21,2,0,0
901,18,6,0,0
901,15,5,3,0
901,12,8,4,1
901,9,14,7,1
901,6,98,49,1
902,21,2,0,0
902,18,6,0,0
902,15,5,3,0
902,12,8,4,1
902,9,14,7,1
902,6,20,10,1
902,3,47,24,1
903,24,1,0,0
903,21,5,0,0
903,18,6,0,0
903,15,8,4,0
903,12,13,7,1
903,9,13,7,1
903,6,167,84,1
904,24,1,0,0
904,21,5,0,0
904,18,6,0,0
904,15,8,4,0
904,12,13,7,1
904,9,13,7,1
904,6,30,15,1
904,3,65,33,1
905,24,4,0,0
905,21,5,0,0
905,18,8,0,0
905,15,12,6,0
905,12,12,6,1
905,9,21,11,1
905,6,265,133,1
906,24,4,0,0
906,21,5,0,0
906,18,8,0,0
906,15,12,6,0
906,12,12,6,1
906,9,21,11,1
906,6,39,20,1
906,3,87,44,1
907,27,1,0,0
907,24,5,0,0
907,21,8,0,0
907,18,10,0,0
907,15,12,6,0
907,12,14,7,1
907,9,27,14,1
907,6,426,213,1
908,27,1,0,0
908,24,5,0,0
908,21,8,0,0
908,18,10,0,0
908,15,12,6,0
908,12,14,7,1
908,9,27,14,1
908,6,51,26,1
908,3,112,56,1
909,27,2,0,0
909,24,7,0,0
909,21,10,0,0
909,18,11,0,0
909,15,11,6,0
909,12,21,11,1
909,9,28,14,1
909,6,542,271,1
910,27,2,0,0
910,24,7,0,0
910,21,10,0,0
910,18,11,0,0
910,15,11,6,0
910,12,21,11,1
910,9,28,14,1
910,6,63,32,1
910,3,145,73,1
911,27,5,0,0
911,24,9,0,0
911,21,10,0,0
911,18,10,0,0
911,15,15,8,0
911,12,25,13,0
911,9,39,20,0
911,6,72,36,0
911,3,180,90,0
912,27,8,0,0
912,24,9,0,0
912,21,10,0,0
912,18,11,0,0
912,15,20,10,0
912,12,26,13,0
912,9,48,24,0
912,6,81,41,0
912,3,206,103,0
913,30,3,0,0
913,27,8,0,0
913,24,10,0,0
913,21,9,0,0
913,18,15,0,0
913,15,23,12,0
913,12,27,14,0
913,9,56,28,0
913,6,96,48,0
913,3,224,112,0
914,30,5,0,0
914,27,9,0,0
914,24,9,0,0
914,21,10,0,0
914,18,20,0,0
914,15,23,12,0
914,12,35,18,0
914,9,57,29,0
914,6,112,56,0
914,3,239,120,0
915,30,7,0,0
915,27,9,0,0
915,24,9,0,0
915,21,13,0,0
915,18,22,0,0
915,15,23,12,0
915,12,43,22,0
915,9,65,33,0
915,6,126,63,0
915,3,248,124,0
916,6,2,1,0
917,3,2,1,0
918,12,2,1,1
918,9,3,2,1
918,6,12,6,1
919,12,2,1,1
919,9,3,2,1
919,6,4,2,1
919,3,9,5,1
920,18,1,0,0
920,15,3,2,0
920,12,5,3,1
920,9,6,3,1
920,6,27,14,1
921,18,1,0,0
921,15,3,2,0
921,12,5,3,1
921,9,6,3,1
921,6,8,4,1
921,3,20,10,1
922,21,1,0,0
922,18,4,0,0
922,15,6,3,0
922,12,6,3,1
922,9,9,5,1
922,6,71,36,1
923,21,1,0,0
923,18,4,0,0
923,15,6,3,0
923,12,6,3,1
923,9,9,5,1
923,6,15,8,1
923,3,33,17,1
924,24,1,0,0
924,21,4,0,0
924,18,6,0,0
924,15,5,3,0
924,12,10,5,1
924,9,14,7,1
924,6,125,63,1
925,24,1,0,0
925,21,4,0,0
925,18,6,0,0
925,15,5,3,0
925,12,10,5,1
925,9,14,7,1
925,6,24,12,1
925,3,53,27,1
926,24,4,0,0
926,21,5,0,0
926,18,5,0,0
926,15,11,6,0
926,12,12,6,1
926,9,17,9,1
926,6,208,104,1
927,24,4,0,0
927,21,5,0,0
927,18,5,0,0
927,15,11,6,0
927,12,12,6,1
927,9,17,9,1
927,6,31,16,1
927,3,77,39,1
928,27,2,0,0
928,24,5,0,0
928,21,5,0,0
928,18,10,0,0
928,15,12,6,0
928,12,12,6,1
928,9,26,13,1
928,6,346,173,1
929,27,2,0,0
929,24,5,0,0
929,21,5,0,0
929,18,10,0,0
929,15,12,6,0
929,12,12,6,1
929,9,26,13,1
929,6,44,22,1
929,3,101,51,1
930,27,4,0,0
930,24,5,0,0
930,21,10,0,0
930,18,10,0,0
930,15,12,6,0
930,12,18,9,1
930,9,27,14,1
930,6,501,251,1
931,27,4,0,0
931,24,5,0,0
931,21,10,0,0
931,18,10,0,0
931,15,12,6,0
931,12,18,9,1
931,9,27,14,1
931,6,59,30,1
931,3,130,65,1
932,30,1,0,0
932,27,5,0,0
932,24,9,0,0
932,21,10,0,0
932,18,10,0,0
932,15,12,6,0
932,12,25,13,1
932,9,36,18,1
932,6,68,34,1
932,3,170,85,1
933,30,2,0,0
933,27,8,0,0
933,24,9,0,0
933,21,10,0,0
933,18,11,0,0
933,15,18,9,0
933,12,26,13,1
933,9,46,23,1
933,6,79,40,1
933,3,200,100,1
934,30,5,0,0
934,27,9,0,0
934,24,9,0,0
934,21,10,0,0
934,18,13,0,0
934,15,23,12,0
934,12,26,13,1
934,9,56,28,1
934,6,94,47,1
934,3,221,111,1
935,30,8,0,0
935,27,9,0,0
935,24,9,0,0
935,21,10,0,0
935,18,18,0,0
935,15,23,12,0
935,12,35,18,1
935,9,56,28,1
935,6,112,56,1
935,3,237,119,1
936,33,3,0,0
936,30,8,0,0
936,27,8,0,0
936,24,10,0,0
936,21,13,0,0
936,18,21,0,0
936,15,23,12,0
936,12,43,22,1
936,9,65,33,1
936,6,127,64,1
936,3,248,124,1
937,6,3,2,0
938,3,3,2,0
939,12,3,2,1
939,9,3,2,1
939,6,14,7,1
940,12,3,2,1
940,9,3,2,1
940,6,6,3,1
940,3,9,5,1
941,18,2,0,0
941,15,3,2,0
941,12,6,3,1
941,9,7,4,1
941,6,31,16,1
942,18,2,0,0
942,15,3,2,0
942,12,6,3,1
942,9,7,4,1
942,6,9,5,1
942,3,23,12,1
943,21,2,0,0
943,18,6,0,0
943,15,5,3,0
943,12,7,4,1
943,9,10,5,1
943,6,83,42,1
944,21,2,0,0
944,18,6,0,0
944,15,5,3,0
944,12,7,4,1
944,9,10,5,1
944,6,17,9,1
944,3,40,20,1
945,24,3,0,0
945,21,5,0,0
945,18,5,0,0
945,15,6,3,0
945,12,12,6,1
945,9,14,7,1
945,6,149,75,1
946,24,3,0,0
946,21,5,0,0
946,18,5,0,0
946,15,6,3,0
946,12,12,6,1
946,9,14,7,1
946,6,28,14,1
946,3,58,29,1
947,27,2,0,0
947,24,5,0,0
947,21,5,0,0
947,18,6,0,0
947,15,12,6,0
947,12,12,6,1
947,9,21,11,1
947,6,250,125,1
948,27,2,0,0
948,24,5,0,0
948,21,5,0,0
948,18,6,0,0
948,15,12,6,0
948,12,12,6,1
948,9,21,11,1
948,6,37,19,1
948,3,84,42,1
949,30,1,0,0
949,27,4,0,0
949,24,5,0,0
949,21,7,0,0
949,18,10,0,0
949,15,12,6,0
949,12,14,7,1
949,9,28,14,1
949,6,433,217,1
